image_id,relative_path,class_id,is_train,bbox_x,bbox_y,bbox_width,bbox_height,class_name,split,display_name
5270,091.Mockingbird/Mockingbird_0015_80652.jpg,91,1,39.0,48.0,308.0,256.0,091.Mockingbird,train,Mockingbird
5271,091.Mockingbird/Mockingbird_0035_79635.jpg,91,1,36.0,56.0,365.0,256.0,091.Mockingbird,train,Mockingbird
5272,091.Mockingbird/Mockingbird_0006_79819.jpg,91,0,11.0,59.0,418.0,277.0,091.Mockingbird,test,Mockingbird
5273,091.Mockingbird/Mockingbird_0095_81177.jpg,91,0,117.0,126.0,233.0,256.0,091.Mockingbird,test,Mockingbird
5274,091.Mockingbird/Mockingbird_0084_80670.jpg,91,0,247.0,78.0,218.0,224.0,091.Mockingbird,test,Mockingbird
5275,091.Mockingbird/Mockingbird_0018_81183.jpg,91,0,223.0,140.0,195.0,194.0,091.Mockingbird,test,Mockingbird
5276,091.Mockingbird/Mockingbird_0054_81703.jpg,91,0,29.0,59.0,383.0,272.0,091.Mockingbird,test,Mockingbird
5277,091.Mockingbird/Mockingbird_0078_80426.jpg,91,0,186.0,82.0,217.0,292.0,091.Mockingbird,test,Mockingbird
5278,091.Mockingbird/Mockingbird_0103_79659.jpg,91,1,81.0,48.0,401.0,352.0,091.Mockingbird,train,Mockingbird
5279,091.Mockingbird/Mockingbird_0050_80184.jpg,91,1,172.0,74.0,142.0,100.0,091.Mockingbird,train,Mockingbird
5280,091.Mockingbird/Mockingbird_0048_80441.jpg,91,1,178.0,114.0,188.0,178.0,091.Mockingbird,train,Mockingbird
5281,091.Mockingbird/Mockingbird_0077_81470.jpg,91,1,196.0,94.0,210.0,156.0,091.Mockingbird,train,Mockingbird
5282,091.Mockingbird/Mockingbird_0076_79934.jpg,91,0,4.0,95.0,440.0,208.0,091.Mockingbird,test,Mockingbird
5283,091.Mockingbird/Mockingbird_0025_79935.jpg,91,0,48.0,39.0,403.0,278.0,091.Mockingbird,test,Mockingbird
5284,091.Mockingbird/Mockingbird_0012_81216.jpg,91,0,207.0,70.0,264.0,227.0,091.Mockingbird,test,Mockingbird
5285,091.Mockingbird/Mockingbird_0056_81986.jpg,91,1,183.0,50.0,317.0,325.0,091.Mockingbird,train,Mockingbird
5286,091.Mockingbird/Mockingbird_0004_81991.jpg,91,1,41.0,87.0,298.0,215.0,091.Mockingbird,train,Mockingbird
5287,091.Mockingbird/Mockingbird_0008_81226.jpg,91,1,162.0,130.0,166.0,141.0,091.Mockingbird,train,Mockingbird
5288,091.Mockingbird/Mockingbird_0097_79951.jpg,91,1,112.0,43.0,228.0,223.0,091.Mockingbird,train,Mockingbird
5289,091.Mockingbird/Mockingbird_0010_79955.jpg,91,1,210.0,172.0,152.0,102.0,091.Mockingbird,train,Mockingbird
5290,091.Mockingbird/Mockingbird_0027_80980.jpg,91,0,100.0,55.0,316.0,222.0,091.Mockingbird,test,Mockingbird
5291,091.Mockingbird/Mockingbird_0013_82010.jpg,91,0,98.0,114.0,201.0,314.0,091.Mockingbird,test,Mockingbird
5292,091.Mockingbird/Mockingbird_0069_79760.jpg,91,1,89.0,30.0,343.0,329.0,091.Mockingbird,train,Mockingbird
5293,091.Mockingbird/Mockingbird_0060_79972.jpg,91,0,29.0,98.0,316.0,229.0,091.Mockingbird,test,Mockingbird
5294,091.Mockingbird/Mockingbird_0106_81381.jpg,91,1,167.0,110.0,122.0,111.0,091.Mockingbird,train,Mockingbird
5295,091.Mockingbird/Mockingbird_0094_80232.jpg,91,1,144.0,82.0,239.0,157.0,091.Mockingbird,train,Mockingbird
5296,091.Mockingbird/Mockingbird_0026_81214.jpg,91,0,53.0,47.0,192.0,433.0,091.Mockingbird,test,Mockingbird
5297,091.Mockingbird/Mockingbird_0072_80789.jpg,91,1,186.0,39.0,271.0,195.0,091.Mockingbird,train,Mockingbird
5298,091.Mockingbird/Mockingbird_0042_81728.jpg,91,0,97.0,123.0,257.0,165.0,091.Mockingbird,test,Mockingbird
5299,091.Mockingbird/Mockingbird_0067_79723.jpg,91,0,29.0,127.0,260.0,149.0,091.Mockingbird,test,Mockingbird
5300,091.Mockingbird/Mockingbird_0109_79682.jpg,91,1,15.0,20.0,242.0,462.0,091.Mockingbird,train,Mockingbird
5301,091.Mockingbird/Mockingbird_0040_79680.jpg,91,0,76.0,71.0,258.0,277.0,091.Mockingbird,test,Mockingbird
5302,091.Mockingbird/Mockingbird_0019_81296.jpg,91,1,121.0,68.0,355.0,229.0,091.Mockingbird,train,Mockingbird
5303,091.Mockingbird/Mockingbird_0038_81299.jpg,91,1,24.0,13.0,396.0,361.0,091.Mockingbird,train,Mockingbird
5304,091.Mockingbird/Mockingbird_0083_79862.jpg,91,1,1.0,19.0,358.0,322.0,091.Mockingbird,train,Mockingbird
5305,091.Mockingbird/Mockingbird_0057_79643.jpg,91,1,44.0,44.0,412.0,286.0,091.Mockingbird,train,Mockingbird
5306,091.Mockingbird/Mockingbird_0022_80552.jpg,91,0,162.0,83.0,321.0,237.0,091.Mockingbird,test,Mockingbird
5307,091.Mockingbird/Mockingbird_0064_81068.jpg,91,0,19.0,40.0,365.0,242.0,091.Mockingbird,test,Mockingbird
5308,091.Mockingbird/Mockingbird_0047_80819.jpg,91,1,167.0,116.0,226.0,137.0,091.Mockingbird,train,Mockingbird
5309,091.Mockingbird/Mockingbird_0082_80570.jpg,91,0,17.0,120.0,314.0,186.0,091.Mockingbird,test,Mockingbird
5310,091.Mockingbird/Mockingbird_0046_81086.jpg,91,1,24.0,66.0,360.0,254.0,091.Mockingbird,train,Mockingbird
5311,091.Mockingbird/Mockingbird_0003_80833.jpg,91,0,140.0,52.0,238.0,246.0,091.Mockingbird,test,Mockingbird
5312,091.Mockingbird/Mockingbird_0001_79812.jpg,91,0,25.0,54.0,344.0,421.0,091.Mockingbird,test,Mockingbird
5313,091.Mockingbird/Mockingbird_0086_81868.jpg,91,1,97.0,69.0,163.0,389.0,091.Mockingbird,train,Mockingbird
5314,091.Mockingbird/Mockingbird_0059_82126.jpg,91,1,28.0,44.0,363.0,286.0,091.Mockingbird,train,Mockingbird
5315,091.Mockingbird/Mockingbird_0049_80336.jpg,91,1,112.0,45.0,192.0,211.0,091.Mockingbird,train,Mockingbird
5316,091.Mockingbird/Mockingbird_0021_80343.jpg,91,0,149.0,43.0,233.0,261.0,091.Mockingbird,test,Mockingbird
5317,091.Mockingbird/Mockingbird_0089_80601.jpg,91,0,281.0,52.0,210.0,163.0,091.Mockingbird,test,Mockingbird
5318,091.Mockingbird/Mockingbird_0098_81117.jpg,91,0,155.0,185.0,223.0,239.0,091.Mockingbird,test,Mockingbird
5319,091.Mockingbird/Mockingbird_0071_80357.jpg,91,0,98.0,79.0,364.0,189.0,091.Mockingbird,test,Mockingbird
5320,091.Mockingbird/Mockingbird_0009_81130.jpg,91,0,157.0,88.0,238.0,217.0,091.Mockingbird,test,Mockingbird
5321,091.Mockingbird/Mockingbird_0051_79599.jpg,91,0,61.0,55.0,431.0,274.0,091.Mockingbird,test,Mockingbird
5322,091.Mockingbird/Mockingbird_0087_79600.jpg,91,1,134.0,64.0,240.0,395.0,091.Mockingbird,train,Mockingbird
5323,091.Mockingbird/Mockingbird_0108_81908.jpg,91,1,212.0,147.0,139.0,134.0,091.Mockingbird,train,Mockingbird
5324,091.Mockingbird/Mockingbird_0016_79605.jpg,91,0,172.0,55.0,173.0,192.0,091.Mockingbird,test,Mockingbird
5325,091.Mockingbird/Mockingbird_0023_80121.jpg,91,0,6.0,81.0,353.0,214.0,091.Mockingbird,test,Mockingbird
5326,092.Nighthawk/Nighthawk_0078_795340.jpg,92,0,12.0,56.0,363.0,216.0,092.Nighthawk,test,Nighthawk
5327,092.Nighthawk/Nighthawk_0041_82183.jpg,92,1,15.0,85.0,329.0,181.0,092.Nighthawk,train,Nighthawk
5328,092.Nighthawk/Nighthawk_0016_84490.jpg,92,0,44.0,75.0,452.0,213.0,092.Nighthawk,test,Nighthawk
5329,092.Nighthawk/Nighthawk_0017_84237.jpg,92,0,19.0,46.0,385.0,195.0,092.Nighthawk,test,Nighthawk
5330,092.Nighthawk/Nighthawk_0064_82196.jpg,92,0,173.0,18.0,287.0,292.0,092.Nighthawk,test,Nighthawk
5331,092.Nighthawk/Nighthawk_0029_83733.jpg,92,0,26.0,74.0,341.0,189.0,092.Nighthawk,test,Nighthawk
5332,092.Nighthawk/Nighthawk_0084_84510.jpg,92,0,8.0,32.0,364.0,209.0,092.Nighthawk,test,Nighthawk
5333,092.Nighthawk/Nighthawk_0004_84011.jpg,92,1,169.0,135.0,313.0,172.0,092.Nighthawk,train,Nighthawk
5334,092.Nighthawk/Nighthawk_0088_82225.jpg,92,0,41.0,151.0,427.0,201.0,092.Nighthawk,test,Nighthawk
5335,092.Nighthawk/Nighthawk_0059_82741.jpg,92,0,94.0,43.0,343.0,231.0,092.Nighthawk,test,Nighthawk
5336,092.Nighthawk/Nighthawk_0066_82238.jpg,92,0,14.0,46.0,464.0,334.0,092.Nighthawk,test,Nighthawk
5337,092.Nighthawk/Nighthawk_0024_83519.jpg,92,0,70.0,88.0,250.0,142.0,092.Nighthawk,test,Nighthawk
5338,092.Nighthawk/Nighthawk_0082_82242.jpg,92,1,248.0,68.0,121.0,225.0,092.Nighthawk,train,Nighthawk
5339,092.Nighthawk/Nighthawk_0046_82246.jpg,92,1,64.0,209.0,259.0,141.0,092.Nighthawk,train,Nighthawk
5340,092.Nighthawk/Nighthawk_0043_84039.jpg,92,1,11.0,114.0,274.0,191.0,092.Nighthawk,train,Nighthawk
5341,092.Nighthawk/Nighthawk_0061_82509.jpg,92,1,73.0,170.0,267.0,220.0,092.Nighthawk,train,Nighthawk
5342,092.Nighthawk/Nighthawk_0073_83540.jpg,92,1,181.0,68.0,294.0,150.0,092.Nighthawk,train,Nighthawk
5343,092.Nighthawk/Nighthawk_0062_84573.jpg,92,0,180.0,101.0,138.0,110.0,092.Nighthawk,test,Nighthawk
5344,092.Nighthawk/Nighthawk_0087_82280.jpg,92,0,196.0,177.0,219.0,103.0,092.Nighthawk,test,Nighthawk
5345,092.Nighthawk/Nighthawk_0035_84077.jpg,92,1,50.0,28.0,417.0,344.0,092.Nighthawk,train,Nighthawk
5346,092.Nighthawk/Nighthawk_0005_84594.jpg,92,0,100.0,55.0,177.0,223.0,092.Nighthawk,test,Nighthawk
5347,092.Nighthawk/Nighthawk_0042_83603.jpg,92,0,129.0,75.0,365.0,221.0,092.Nighthawk,test,Nighthawk
5348,092.Nighthawk/Nighthawk_0045_82807.jpg,92,1,76.0,116.0,200.0,117.0,092.Nighthawk,train,Nighthawk
5349,092.Nighthawk/Nighthawk_0025_82808.jpg,92,0,87.0,37.0,165.0,274.0,092.Nighthawk,test,Nighthawk
5350,092.Nighthawk/Nighthawk_0050_84094.jpg,92,1,110.0,87.0,248.0,162.0,092.Nighthawk,train,Nighthawk
5351,092.Nighthawk/Nighthawk_0014_82624.jpg,92,1,56.0,87.0,338.0,231.0,092.Nighthawk,train,Nighthawk
5352,092.Nighthawk/Nighthawk_0021_82562.jpg,92,0,58.0,51.0,399.0,177.0,092.Nighthawk,test,Nighthawk
5353,092.Nighthawk/Nighthawk_0047_82820.jpg,92,0,236.0,89.0,121.0,111.0,092.Nighthawk,test,Nighthawk
5354,092.Nighthawk/Nighthawk_0019_83850.jpg,92,1,37.0,76.0,266.0,209.0,092.Nighthawk,train,Nighthawk
5355,092.Nighthawk/Nighthawk_0003_82827.jpg,92,1,85.0,70.0,384.0,196.0,092.Nighthawk,train,Nighthawk
5356,092.Nighthawk/Nighthawk_0012_84333.jpg,92,1,215.0,88.0,215.0,217.0,092.Nighthawk,train,Nighthawk
5357,092.Nighthawk/Nighthawk_0034_82578.jpg,92,1,3.0,35.0,422.0,177.0,092.Nighthawk,train,Nighthawk
5358,092.Nighthawk/Nighthawk_0090_82579.jpg,92,1,181.0,66.0,239.0,235.0,092.Nighthawk,train,Nighthawk
5359,092.Nighthawk/Nighthawk_0068_82368.jpg,92,1,63.0,32.0,353.0,300.0,092.Nighthawk,train,Nighthawk
5360,092.Nighthawk/Nighthawk_0055_83352.jpg,92,1,10.0,150.0,468.0,156.0,092.Nighthawk,train,Nighthawk
5361,092.Nighthawk/Nighthawk_0020_83869.jpg,92,0,131.0,48.0,293.0,199.0,092.Nighthawk,test,Nighthawk
5362,092.Nighthawk/Nighthawk_0058_83270.jpg,92,1,23.0,8.0,262.0,317.0,092.Nighthawk,train,Nighthawk
5363,092.Nighthawk/Nighthawk_0026_83911.jpg,92,0,152.0,103.0,345.0,147.0,092.Nighthawk,test,Nighthawk
5364,092.Nighthawk/Nighthawk_0031_83636.jpg,92,0,50.0,119.0,311.0,147.0,092.Nighthawk,test,Nighthawk
5365,092.Nighthawk/Nighthawk_0069_82613.jpg,92,0,169.0,8.0,177.0,178.0,092.Nighthawk,test,Nighthawk
5366,092.Nighthawk/Nighthawk_0018_83639.jpg,92,1,42.0,46.0,412.0,323.0,092.Nighthawk,train,Nighthawk
5367,092.Nighthawk/Nighthawk_0051_82619.jpg,92,1,238.0,136.0,178.0,194.0,092.Nighthawk,train,Nighthawk
5368,092.Nighthawk/Nighthawk_0083_83647.jpg,92,1,43.0,118.0,317.0,179.0,092.Nighthawk,train,Nighthawk
5369,092.Nighthawk/Nighthawk_0048_83648.jpg,92,0,162.0,95.0,232.0,106.0,092.Nighthawk,test,Nighthawk
5370,092.Nighthawk/Nighthawk_0032_795333.jpg,92,1,39.0,29.0,328.0,266.0,092.Nighthawk,train,Nighthawk
5371,092.Nighthawk/Nighthawk_0067_795335.jpg,92,1,62.0,58.0,255.0,191.0,092.Nighthawk,train,Nighthawk
5372,092.Nighthawk/Nighthawk_0072_795336.jpg,92,0,28.0,9.0,381.0,308.0,092.Nighthawk,test,Nighthawk
5373,092.Nighthawk/Nighthawk_0054_795337.jpg,92,0,181.0,16.0,180.0,230.0,092.Nighthawk,test,Nighthawk
5374,092.Nighthawk/Nighthawk_0030_795338.jpg,92,1,115.0,24.0,300.0,329.0,092.Nighthawk,train,Nighthawk
5375,092.Nighthawk/Nighthawk_0063_795339.jpg,92,1,215.0,64.0,151.0,216.0,092.Nighthawk,train,Nighthawk
5376,092.Nighthawk/Nighthawk_0028_82636.jpg,92,0,215.0,136.0,186.0,219.0,092.Nighthawk,test,Nighthawk
5377,092.Nighthawk/Nighthawk_0065_82895.jpg,92,0,82.0,79.0,383.0,215.0,092.Nighthawk,test,Nighthawk
5378,092.Nighthawk/Nighthawk_0057_82640.jpg,92,1,40.0,91.0,427.0,187.0,092.Nighthawk,train,Nighthawk
5379,092.Nighthawk/Nighthawk_0053_84436.jpg,92,0,35.0,138.0,389.0,168.0,092.Nighthawk,test,Nighthawk
5380,092.Nighthawk/Nighthawk_0013_83670.jpg,92,0,13.0,119.0,374.0,166.0,092.Nighthawk,test,Nighthawk
5381,092.Nighthawk/Nighthawk_0022_84183.jpg,92,1,185.0,71.0,204.0,144.0,092.Nighthawk,train,Nighthawk
5382,092.Nighthawk/Nighthawk_0027_84697.jpg,92,1,186.0,107.0,255.0,161.0,092.Nighthawk,train,Nighthawk
5383,092.Nighthawk/Nighthawk_0007_83419.jpg,92,0,78.0,124.0,207.0,113.0,092.Nighthawk,test,Nighthawk
5384,092.Nighthawk/Nighthawk_0070_82676.jpg,92,0,119.0,115.0,344.0,162.0,092.Nighthawk,test,Nighthawk
5385,092.Nighthawk/Nighthawk_0076_82686.jpg,92,1,21.0,55.0,369.0,258.0,092.Nighthawk,train,Nighthawk
5386,093.Clark_Nutcracker/Clark_Nutcracker_0096_84996.jpg,93,0,98.0,73.0,379.0,237.0,093.Clark_Nutcracker,test,Clark Nutcracker
5387,093.Clark_Nutcracker/Clark_Nutcracker_0089_85004.jpg,93,0,65.0,34.0,279.0,232.0,093.Clark_Nutcracker,test,Clark Nutcracker
5388,093.Clark_Nutcracker/Clark_Nutcracker_0104_85531.jpg,93,0,71.0,129.0,159.0,203.0,093.Clark_Nutcracker,test,Clark Nutcracker
5389,093.Clark_Nutcracker/Clark_Nutcracker_0134_85534.jpg,93,0,95.0,49.0,248.0,200.0,093.Clark_Nutcracker,test,Clark Nutcracker
5390,093.Clark_Nutcracker/Clark_Nutcracker_0076_85083.jpg,93,0,36.0,55.0,303.0,402.0,093.Clark_Nutcracker,test,Clark Nutcracker
5391,093.Clark_Nutcracker/Clark_Nutcracker_0102_85089.jpg,93,0,178.0,103.0,311.0,350.0,093.Clark_Nutcracker,test,Clark Nutcracker
5392,093.Clark_Nutcracker/Clark_Nutcracker_0105_85097.jpg,93,1,107.0,54.0,285.0,253.0,093.Clark_Nutcracker,train,Clark Nutcracker
5393,093.Clark_Nutcracker/Clark_Nutcracker_0020_85099.jpg,93,1,191.0,119.0,263.0,224.0,093.Clark_Nutcracker,train,Clark Nutcracker
5394,093.Clark_Nutcracker/Clark_Nutcracker_0098_85105.jpg,93,1,134.0,33.0,234.0,301.0,093.Clark_Nutcracker,train,Clark Nutcracker
5395,093.Clark_Nutcracker/Clark_Nutcracker_0090_85116.jpg,93,0,25.0,22.0,384.0,306.0,093.Clark_Nutcracker,test,Clark Nutcracker
5396,093.Clark_Nutcracker/Clark_Nutcracker_0138_85633.jpg,93,1,139.0,66.0,328.0,263.0,093.Clark_Nutcracker,train,Clark Nutcracker
5397,093.Clark_Nutcracker/Clark_Nutcracker_0071_85125.jpg,93,1,16.0,11.0,365.0,315.0,093.Clark_Nutcracker,train,Clark Nutcracker
5398,093.Clark_Nutcracker/Clark_Nutcracker_0124_85128.jpg,93,1,55.0,58.0,171.0,192.0,093.Clark_Nutcracker,train,Clark Nutcracker
5399,093.Clark_Nutcracker/Clark_Nutcracker_0126_85134.jpg,93,0,83.0,104.0,409.0,269.0,093.Clark_Nutcracker,test,Clark Nutcracker
5400,093.Clark_Nutcracker/Clark_Nutcracker_0101_85656.jpg,93,1,116.0,25.0,355.0,303.0,093.Clark_Nutcracker,train,Clark Nutcracker
5401,093.Clark_Nutcracker/Clark_Nutcracker_0084_85149.jpg,93,1,114.0,60.0,215.0,271.0,093.Clark_Nutcracker,train,Clark Nutcracker
5402,093.Clark_Nutcracker/Clark_Nutcracker_0107_85662.jpg,93,0,105.0,104.0,139.0,148.0,093.Clark_Nutcracker,test,Clark Nutcracker
5403,093.Clark_Nutcracker/Clark_Nutcracker_0018_85166.jpg,93,0,96.0,41.0,350.0,358.0,093.Clark_Nutcracker,test,Clark Nutcracker
5404,093.Clark_Nutcracker/Clark_Nutcracker_0137_85172.jpg,93,1,71.0,101.0,358.0,296.0,093.Clark_Nutcracker,train,Clark Nutcracker
5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,1,211.0,121.0,223.0,179.0,093.Clark_Nutcracker,train,Clark Nutcracker
5406,093.Clark_Nutcracker/Clark_Nutcracker_0131_85701.jpg,93,0,102.0,66.0,225.0,238.0,093.Clark_Nutcracker,test,Clark Nutcracker
5407,093.Clark_Nutcracker/Clark_Nutcracker_0005_85190.jpg,93,0,95.0,49.0,356.0,319.0,093.Clark_Nutcracker,test,Clark Nutcracker
5408,093.Clark_Nutcracker/Clark_Nutcracker_0075_85715.jpg,93,1,152.0,84.0,306.0,266.0,093.Clark_Nutcracker,train,Clark Nutcracker
5409,093.Clark_Nutcracker/Clark_Nutcracker_0099_85717.jpg,93,0,160.0,62.0,165.0,199.0,093.Clark_Nutcracker,test,Clark Nutcracker
5410,093.Clark_Nutcracker/Clark_Nutcracker_0024_85718.jpg,93,0,19.0,126.0,292.0,318.0,093.Clark_Nutcracker,test,Clark Nutcracker
5411,093.Clark_Nutcracker/Clark_Nutcracker_0072_85742.jpg,93,0,22.0,17.0,476.0,382.0,093.Clark_Nutcracker,test,Clark Nutcracker
5412,093.Clark_Nutcracker/Clark_Nutcracker_0047_85630.jpg,93,0,29.0,49.0,447.0,280.0,093.Clark_Nutcracker,test,Clark Nutcracker
5413,093.Clark_Nutcracker/Clark_Nutcracker_0027_85266.jpg,93,0,130.0,37.0,369.0,295.0,093.Clark_Nutcracker,test,Clark Nutcracker
5414,093.Clark_Nutcracker/Clark_Nutcracker_0069_84767.jpg,93,1,152.0,134.0,178.0,133.0,093.Clark_Nutcracker,train,Clark Nutcracker
5415,093.Clark_Nutcracker/Clark_Nutcracker_0060_84862.jpg,93,1,151.0,102.0,180.0,175.0,093.Clark_Nutcracker,train,Clark Nutcracker
5416,093.Clark_Nutcracker/Clark_Nutcracker_0017_84777.jpg,93,1,19.0,41.0,460.0,311.0,093.Clark_Nutcracker,train,Clark Nutcracker
5417,093.Clark_Nutcracker/Clark_Nutcracker_0003_85296.jpg,93,1,53.0,67.0,338.0,223.0,093.Clark_Nutcracker,train,Clark Nutcracker
5418,093.Clark_Nutcracker/Clark_Nutcracker_0067_85302.jpg,93,1,41.0,74.0,283.0,245.0,093.Clark_Nutcracker,train,Clark Nutcracker
5419,093.Clark_Nutcracker/Clark_Nutcracker_0013_84791.jpg,93,1,161.0,52.0,180.0,269.0,093.Clark_Nutcracker,train,Clark Nutcracker
5420,093.Clark_Nutcracker/Clark_Nutcracker_0130_85304.jpg,93,1,86.0,83.0,248.0,248.0,093.Clark_Nutcracker,train,Clark Nutcracker
5421,093.Clark_Nutcracker/Clark_Nutcracker_0110_85217.jpg,93,0,127.0,92.0,255.0,211.0,093.Clark_Nutcracker,test,Clark Nutcracker
5422,093.Clark_Nutcracker/Clark_Nutcracker_0093_84809.jpg,93,0,140.0,61.0,235.0,258.0,093.Clark_Nutcracker,test,Clark Nutcracker
5423,093.Clark_Nutcracker/Clark_Nutcracker_0142_85322.jpg,93,0,114.0,101.0,202.0,208.0,093.Clark_Nutcracker,test,Clark Nutcracker
5424,093.Clark_Nutcracker/Clark_Nutcracker_0073_85343.jpg,93,1,91.0,66.0,407.0,209.0,093.Clark_Nutcracker,train,Clark Nutcracker
5425,093.Clark_Nutcracker/Clark_Nutcracker_0112_85350.jpg,93,1,8.0,22.0,422.0,309.0,093.Clark_Nutcracker,train,Clark Nutcracker
5426,093.Clark_Nutcracker/Clark_Nutcracker_0033_85358.jpg,93,0,158.0,92.0,194.0,141.0,093.Clark_Nutcracker,test,Clark Nutcracker
5427,093.Clark_Nutcracker/Clark_Nutcracker_0043_84853.jpg,93,0,139.0,31.0,339.0,298.0,093.Clark_Nutcracker,test,Clark Nutcracker
5428,093.Clark_Nutcracker/Clark_Nutcracker_0106_84856.jpg,93,0,65.0,76.0,243.0,243.0,093.Clark_Nutcracker,test,Clark Nutcracker
5429,093.Clark_Nutcracker/Clark_Nutcracker_0063_84869.jpg,93,1,119.0,91.0,236.0,237.0,093.Clark_Nutcracker,train,Clark Nutcracker
5430,093.Clark_Nutcracker/Clark_Nutcracker_0058_85384.jpg,93,1,58.0,52.0,279.0,254.0,093.Clark_Nutcracker,train,Clark Nutcracker
5431,093.Clark_Nutcracker/Clark_Nutcracker_0014_85386.jpg,93,0,163.0,112.0,214.0,163.0,093.Clark_Nutcracker,test,Clark Nutcracker
5432,093.Clark_Nutcracker/Clark_Nutcracker_0066_85390.jpg,93,1,174.0,108.0,198.0,177.0,093.Clark_Nutcracker,train,Clark Nutcracker
5433,093.Clark_Nutcracker/Clark_Nutcracker_0087_84898.jpg,93,1,133.0,50.0,297.0,273.0,093.Clark_Nutcracker,train,Clark Nutcracker
5434,093.Clark_Nutcracker/Clark_Nutcracker_0078_85416.jpg,93,0,90.0,140.0,199.0,147.0,093.Clark_Nutcracker,test,Clark Nutcracker
5435,093.Clark_Nutcracker/Clark_Nutcracker_0116_84807.jpg,93,0,181.0,75.0,224.0,211.0,093.Clark_Nutcracker,test,Clark Nutcracker
5436,093.Clark_Nutcracker/Clark_Nutcracker_0117_84912.jpg,93,1,110.0,40.0,330.0,286.0,093.Clark_Nutcracker,train,Clark Nutcracker
5437,093.Clark_Nutcracker/Clark_Nutcracker_0121_85435.jpg,93,0,150.0,59.0,253.0,194.0,093.Clark_Nutcracker,test,Clark Nutcracker
5438,093.Clark_Nutcracker/Clark_Nutcracker_0139_84942.jpg,93,0,33.0,28.0,458.0,340.0,093.Clark_Nutcracker,test,Clark Nutcracker
5439,093.Clark_Nutcracker/Clark_Nutcracker_0026_84945.jpg,93,1,179.0,143.0,277.0,222.0,093.Clark_Nutcracker,train,Clark Nutcracker
5440,093.Clark_Nutcracker/Clark_Nutcracker_0051_84950.jpg,93,0,34.0,119.0,398.0,249.0,093.Clark_Nutcracker,test,Clark Nutcracker
5441,093.Clark_Nutcracker/Clark_Nutcracker_0062_85464.jpg,93,1,146.0,82.0,228.0,171.0,093.Clark_Nutcracker,train,Clark Nutcracker
5442,093.Clark_Nutcracker/Clark_Nutcracker_0082_85477.jpg,93,1,128.0,61.0,261.0,284.0,093.Clark_Nutcracker,train,Clark Nutcracker
5443,093.Clark_Nutcracker/Clark_Nutcracker_0083_85480.jpg,93,1,30.0,96.0,326.0,154.0,093.Clark_Nutcracker,train,Clark Nutcracker
5444,093.Clark_Nutcracker/Clark_Nutcracker_0136_85490.jpg,93,1,136.0,100.0,181.0,203.0,093.Clark_Nutcracker,train,Clark Nutcracker
5445,093.Clark_Nutcracker/Clark_Nutcracker_0113_85587.jpg,93,0,30.0,110.0,326.0,284.0,093.Clark_Nutcracker,test,Clark Nutcracker
5446,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0092_86016.jpg,94,0,105.0,57.0,264.0,393.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5447,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0014_86023.jpg,94,0,20.0,71.0,354.0,183.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5448,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0003_86029.jpg,94,0,39.0,108.0,362.0,222.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5449,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0060_86031.jpg,94,0,87.0,107.0,349.0,279.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5450,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0068_86033.jpg,94,1,83.0,137.0,235.0,196.0,094.White_breasted_Nuthatch,train,White breasted Nuthatch
5451,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0110_86038.jpg,94,0,30.0,101.0,452.0,181.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5452,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0054_86551.jpg,94,1,126.0,6.0,175.0,192.0,094.White_breasted_Nuthatch,train,White breasted Nuthatch
5453,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0086_86553.jpg,94,0,49.0,85.0,403.0,240.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5454,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0114_86554.jpg,94,1,111.0,70.0,336.0,244.0,094.White_breasted_Nuthatch,train,White breasted Nuthatch
5455,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0018_85937.jpg,94,0,61.0,134.0,279.0,244.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5456,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0113_86057.jpg,94,0,2.0,100.0,357.0,175.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5457,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0063_86573.jpg,94,0,84.0,110.0,282.0,315.0,094.White_breasted_Nuthatch,test,White breasted Nuthatch
5458,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0043_86196.jpg,94,1,133.0,62.0,198.0,285.0,094.White_breasted_Nuthatch,train,White breasted Nuthatch
